0,0,0,0.03,4.01,12.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.05,11.29,8.18,0.74,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.04,12.68,0.35,0,0.27,0,0,0.73,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.05,0.91,4.42,0.17,10.24,3.92,0,0.52,8.11,2.82,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,2.11,3.95,0.1,0,0.02,0.1,4.4,0.06,0.36,0.33,0,0.56,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,4.14,2.84,0,0,0.06,0.02,0.17,0.18,0,0.1,0.03,0.03,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81,2.7,3.82,0.98,0.15,0,0.14,1.15,0.05,0.04,5.96,0.04,1.09,6.69,3.15,0.68,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.02,25.5,0,0.05,0.19,3.7,2.93,0.88,0.16,0.03,0.48,3.09,13.05,4.02,0.05,0.01,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0,0.25,0.01,0.22,0.35,1.64,3.12,0.62,0.01,0,0.13,0.94,10.8,2.99,5.85,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.02,0.57,1.98,0,0.21,0.26,0,0,0.59,1.35,0.73,1.45,2.33,0.62,0.01,0.02,0,0,0,0,0,0,0.23,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.06,17.24,2.24,0.04,0.01,2.74,1.67,1.93,0.27,0.02,0.08,0.16,1.4,0.81,0.91,0,0,0,0.02,0.05,0.01,0.01,0,0,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.07,3.43,6.43,8.27,3.9,4.58,19.96,6.5,0.14,0,0.32,1.29,1.46,0.92,0,0,0.49,0.59,0.08,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.1,0.01,0.02,0,2.78,4.48,1.95,0.82,0.68,0.7,0.56,1.01,0.44,0.04,0.2,0.04,0,0.19,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.06,0.08,0.08,0,0.3,3.24,0.35,0.31,0.38,1.05,3.85,0,0.49,0.13,0,2.05,1.42,1.43,9.2,0.05,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.09,0,0,0.53,2.36,0.32,0.01,0.13,0.07,1.01,0.09,0.36,0.16,2.36,2.31,0.02,0.22,0.05,1.36,0,0,0.31,0.12,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.02,0,0,0.02,0,0.1,0.16,0.16,0.01,0.84,0.07,0.11,0.02,0.66,0.23,3.39,0.99,0.74,0,0.57,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0.02,0.01,0,0,0.02,0.05,0.71,0.39,0,0.1,1.52,1.25,0.32,0,0,0.01,1.73,0,1.18,3.33,0.83,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.24,0.52,0.15,1.73,1.18,0.31,0,0.42,0.94,0.44,0.06,0,0.01,0.11,2.55,28.08,10.19,0.45,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
